BeachName,DNRID,Date,Ecoli_1dGM,Ecoli_30dGM,Ecoli_units,Entero_avg_cfu,Microcystin_ugL,Cylindro_ugL,Anatoxin_ugL,ClosureYN,ClosureReason,MonitoringOrg
Baker - Camp,27-0176,2018-06-04,16,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-06-04,5,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-06-04,8,,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-06-05,8,,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-06-05,47,,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-06-11,23,,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-06-11,9,,mpn,,,,,N,,TRPD
French,27-0104,2018-06-11,6,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-06-11,11,,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-06-11,29,,mpn,,,,,N,,TRPD
Fish,27-0118,2018-06-11,1,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-06-11,3,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-06-11,4,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-06-11,10,,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-06-11,26,,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-06-11,14,,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-06-18,39,3.9,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-06-18,18,13.15,mpn,,,,,N,,TRPD
French,27-0104,2018-06-18,71,39.14,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-06-18,172,32.9,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-06-18,770,26.63,mpn,,,,,N,,TRPD
Fish,27-0118,2018-06-18,210,5.5,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-06-18,44,7.01,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-06-18,20,4.74,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-06-18,5,7.16,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-06-19,308,27.33,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-06-19,91,34.76,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-06-25,10,6.17,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-06-25,4,11.44,mpn,,,,,N,,TRPD
French,27-0104,2018-06-25,613,63.86,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-06-25,57,55.98,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-06-25,12,30.59,mpn,,,,,N,,TRPD
Fish,27-0118,2018-06-25,7,8.12,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-06-25,13,11.7,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-06-25,47,8.92,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-06-25,16,12.46,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-06-25,285,48.03,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-06-25,29,39.16,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-07-02,21,11.35,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-07-02,9,7.06,mpn,,,,,N,,TRPD
French,27-0104,2018-07-02,20,56.78,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-07-02,65,52.33,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-07-02,16,29.26,mpn,,,,,N,,TRPD
Fish,27-0118,2018-07-02,517,17.23,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-07-02,88,18.91,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-07-02,122,18.71,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-07-02,5,7.96,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-07-02,63,64.89,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-07-02,35,36.04,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-07-09,26,21.78,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-07-09,2,6.51,mpn,,,,,N,,TRPD
French,27-0104,2018-07-09,45,47.23,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-07-09,3,29.15,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-07-09,1,21.2,mpn,,,,,N,,TRPD
Fish,27-0118,2018-07-09,308,47.19,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-07-09,11,17.54,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-07-09,26,26.02,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-07-09,1,5.25,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-07-09,1,42.81,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-07-09,22,30.96,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-07-16,1,13.03,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-07-16,1,4.76,mpn,,,,,N,,TRPD
French,27-0104,2018-07-16,7,34.36,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-07-16,7,22.98,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-07-16,1,12.75,mpn,,,,,N,,TRPD
Fish,27-0118,2018-07-16,84,51.95,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-07-16,27,18.85,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-07-16,30,26.64,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-07-16,5,5.21,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-07-17,9,33.01,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-07-17,2,19.61,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-07-23,1,7.73,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-07-23,1,3.3,mpn,,,,,N,,TRPD
French,27-0104,2018-07-23,23,42.98,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-07-23,16,24.46,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-07-23,3,8.73,mpn,,,,,N,,TRPD
Fish,27-0118,2018-07-23,41,96.47,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-07-23,16,24.91,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-07-23,78,43.71,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-07-23,12,5.37,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-07-23,1,19.18,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-07-23,2,14.18,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-07-30,1,4.2,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-07-30,10,2.99,mpn,,,,,N,,TRPD
French,27-0104,2018-07-30,47,40.13,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-07-30,11,15.47,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-07-30,201,6.98,mpn,,,,,N,,TRPD
Fish,27-0118,2018-07-30,687,117.54,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-07-30,2,14.88,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-07-30,111,58.16,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-07-30,7,5.68,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-07-30,1,7.38,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-07-30,4,8.42,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-08-06,1,2.86,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-08-06,3,2.85,mpn,,,,,N,,TRPD
French,27-0104,2018-08-06,50,26.43,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-08-06,18,12.76,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-08-06,10,6.77,mpn,,,,,N,,TRPD
Fish,27-0118,2018-08-06,3,102.06,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-08-06,74,19.89,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-08-06,272,77.94,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-08-06,11,5.34,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-08-06,26,4.95,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-08-06,517,13.61,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-08-13,1,1,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-08-13,5,2.72,mpn,,,,,N,,TRPD
French,27-0104,2018-08-13,99,32.71,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-08-13,102,18.66,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-08-13,11,9.21,mpn,,,,,N,,TRPD
Fish,27-0118,2018-08-13,9,36.4,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-08-13,166,25.42,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-08-13,1,37.14,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-08-13,1,5.41,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-08-13,6,4.26,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-08-13,2,6.98,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-08-20,2,1.15,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-08-20,5,3.76,mpn,,,,,N,,TRPD
French,27-0104,2018-08-20,9,34.4,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-08-20,32,25.29,mpn,,,,,N,,TRPD
Fish,27-0118,2018-08-20,3,18.69,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-08-20,11,21.24,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-08-20,32,37.62,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-08-20,1203,16.19,mpn,,,,,N,,TRPD
Cleary,70-0022,2018-08-20,28,5.35,mpn,,,,,N,,TRPD
Cedar,70-0091,2018-08-20,12,9.99,mpn,,,,,N,,TRPD
Parkers,27-0107,2018-08-21,51,20.22,mpn,,,,,N,,TRPD
Auburn,10-0044,2018-08-27,2,1.32,mpn,,,,,N,,TRPD
Bryant,27-0067,2018-08-27,36,7.7,mpn,,,,,N,,TRPD
French,27-0104,2018-08-27,649,67.09,mpn,,,,,N,,TRPD
Medicine West,27-0104,2018-08-27,219,42.67,mpn,,,,,N,,TRPD
Fish,27-0118,2018-08-27,54,19.75,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2018-08-27,51,26.78,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2018-08-27,48,34.14,mpn,,,,,N,,TRPD
Rebecca,27-0192,2018-08-27,28,19.18,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-05-20,1,,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-05-20,4,,mpn,,,,,N,,TRPD
French,27-0104,2019-05-20,6,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-05-20,37,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-05-20,121,,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-05-20,15,,mpn,,,,,N,,TRPD
Fish,27-0118,2019-05-20,2,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-05-20,1,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-05-20,1,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-05-20,4,,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-05-20,1,,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-05-20,1,,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-05-21,25.9,,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-05-21,24.3,,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-05-28,36.8,,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-05-28,17.5,,mpn,,,,,N,,TRPD
French,27-0104,2019-05-28,31.3,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-05-28,980.4,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-05-28,12.1,,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-05-28,222.4,,mpn,,,,,N,,TRPD
Fish,27-0118,2019-05-28,17.3,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-05-28,17.1,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-05-28,15.8,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-05-28,5.2,,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-05-28,547.5,,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-05-28,5.2,,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-05-28,1,,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-05-28,1,,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-06-03,2,,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-06-03,49.6,,mpn,,,,,N,,TRPD
French,27-0104,2019-06-03,20.9,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-06-03,38.8,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-06-03,4.1,,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-06-03,14.5,,mpn,,,,,N,,TRPD
Fish,27-0118,2019-06-03,1,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-06-03,6.3,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-06-03,1,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-06-03,34.1,,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-06-03,1,,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-06-03,1,,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-06-04,65,,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-06-04,34.5,,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-06-10,2,,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-06-10,4.1,,mpn,,,,,N,,TRPD
French,27-0104,2019-06-10,155.3,,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-06-10,8.5,,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-06-10,2,,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-06-10,6.3,,mpn,,,,,N,,TRPD
Fish,27-0118,2019-06-10,34.1,,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-06-10,43.7,,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-06-10,27.5,,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-06-10,2,,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-06-10,37.3,,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-06-10,1,,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-06-10,1,,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-06-10,1,,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-06-17,1,2.71,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-06-17,41.4,14.26,mpn,,,,,N,,TRPD
French,27-0104,2019-06-17,37.3,29.6,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-06-17,165.8,72.36,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-06-17,10.9,10.55,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-06-17,16.1,21.78,mpn,,,,,N,,TRPD
Fish,27-0118,2019-06-17,1,4.11,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-06-17,17.1,9.58,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-06-17,23.3,6.33,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-06-17,1,4.27,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-06-17,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-06-17,1,1,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-06-18,79.4,77.13,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-06-18,1,5.34,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-06-24,649,128.32,mpn,,,,,Y,ecoli_30dayGM,TRPD
Auburn,10-0044,2019-06-24,1,2.71,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-06-24,30,21.33,mpn,,,,,N,,TRPD
French,27-0104,2019-06-24,194,59.33,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-06-24,29,7.93,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-06-24,69,29.56,mpn,,,,,N,,TRPD
Fish,27-0118,2019-06-24,2,4.11,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-06-24,62,21.86,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-06-24,111,16.22,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-06-24,1,3.24,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-06-24,261,122.43,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-06-24,29,5.54,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-06-24,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-06-24,1,1,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-06-26,5.2,45,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-07-01,2419.6,102.85,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2019-07-01,4.1,1.75,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-07-01,51.2,26.44,mpn,,,,,N,,TRPD
French,27-0104,2019-07-01,67.7,69.23,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-07-01,44.3,10.28,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-07-01,28.5,19.6,mpn,,,,,N,,TRPD
Fish,27-0118,2019-07-01,17.3,4.11,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-07-01,8.6,19.05,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-07-01,65.7,21.57,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-07-01,3.1,2.92,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-07-01,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-07-01,1,1,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-07-02,67,80.43,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-07-02,12.1,6.56,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-07-08,5.2,2.12,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-07-08,344.8,38.97,mpn,,,,,N,,TRPD
French,27-0104,2019-07-08,27.5,73.13,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-07-08,95.9,101.66,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-07-08,7.5,11.6,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-07-08,8.6,17.66,mpn,,,,,N,,TRPD
Fish,27-0118,2019-07-08,13.2,6.89,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-07-08,121.1,34.41,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-07-08,119.8,56.18,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-07-08,4.1,1.91,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-07-08,193.5,100.04,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-07-08,218.7,9.48,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-07-08,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-07-08,1,1,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-07-15,102,153.82,mpn,,,,,Y,ecoli_30dayGM,TRPD
Auburn,10-0044,2019-07-15,2,2.1,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-07-15,192,50.84,mpn,,,,,N,,TRPD
French,27-0104,2019-07-15,194,86.05,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-07-15,3,9.26,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-07-15,4,13.78,mpn,,,,,N,,TRPD
Fish,27-0118,2019-07-15,18,8.09,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-07-15,6,25.72,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-07-15,67,57.86,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-07-15,4,2.16,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-07-15,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-07-15,1,1,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-07-16,3.1,56.07,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-07-16,59.1,12.87,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-07-17,178.5,155.72,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-07-17,93.3,79.04,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-07-17,68,20.49,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-07-18,113,28.36,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-07-22,1,1.87,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-07-22,325.5,105.39,mpn,,,,,N,,TRPD
French,27-0104,2019-07-22,77.1,89.21,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-07-22,21.8,88.45,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-07-22,33.2,14.79,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-07-22,37.9,25.66,mpn,,,,,N,,TRPD
Fish,27-0118,2019-07-22,201.4,10.88,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-07-22,63.8,27.39,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-07-22,17.3,53.56,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-07-22,8.4,2.74,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-07-22,7.5,42.91,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-07-22,3.1,15.54,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-07-22,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-07-22,1,1,mpn,,,,,N,,TRPD
Auburn,10-0044,2019-07-29,1,1.87,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-07-29,27.2,98.26,mpn,,,,,N,,TRPD
French,27-0104,2019-07-29,387.3,100.1,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-07-29,248.1,98.86,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-07-29,5.2,13.07,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-07-29,8.5,25.07,mpn,,,,,N,,TRPD
Fish,27-0118,2019-07-29,218.7,26.7,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-07-29,25.9,29.36,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-07-29,41.4,58.94,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-07-29,9.8,4.01,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-07-29,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-07-29,1,1,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-07-30,21.3,34.46,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-07-30,1,15.54,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-08-05,547.5,159.44,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-08-05,72.7,131.48,mpn,,,,,Y,ecoli_30dayGM,TRPD
Fish,27-0118,2019-08-05,2419.6,87.15,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2019-08-05,1,1.87,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-08-05,74.9,94.09,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-08-05,129.6,16.78,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-08-05,98.4,47.57,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-08-05,261.3,37.31,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-08-05,110,58.85,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-08-05,16.1,6.38,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-08-05,118.7,30.22,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-08-05,14.4,13.82,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-08-05,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-08-05,1,1,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-08-06,1046.2,249.85,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-08-06,579.4,163.64,mpn,,,,,Y,ecoli_30dayGM,TRPD
Fish,27-0118,2019-08-06,1413.6,306.66,mpn,,,,,Y,ecoli_1dayGM,TRPD
Bryant,27-0067,2019-08-07,107.1,222.32,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-08-07,344.8,212.54,mpn,,,,,Y,ecoli_30dayGM,TRPD
Fish,27-0118,2019-08-07,16.9,302.81,mpn,,,,,Y,ecoli_30dayGM,TRPD
Fish,27-0118,2019-08-08,5.2,145.73,mpn,,,,,Y,ecoli_30dayGM,TRPD
Bryant,27-0067,2019-08-12,387.3,230.19,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-08-12,352.4,288.03,mpn,,,,,Y,ecoli_30dayGM,TRPD
Auburn,10-0044,2019-08-12,2,1.32,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-08-12,53,82.55,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-08-12,2,10.61,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-08-12,178.2,57.68,mpn,,,,,N,,TRPD
Fish,27-0118,2019-08-12,83.9,120.32,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-08-12,14.5,32.73,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-08-12,44.1,47.14,mpn,,,,,N,,TRPD
Rebecca,27-0192,2019-08-12,648.8,20.29,mpn,,,,,N,,TRPD
Elm Creek Swim Pond,NA,2019-08-12,1,1,mpn,,,,,N,,TRPD
Minnetonka Swim Pond,NA,2019-08-12,1,1,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-08-13,613.1,429.21,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-08-13,38.3,181.33,mpn,,,,,Y,ecoli_30dayGM,TRPD
Cleary,70-0022,2019-08-13,119.8,23.42,mpn,,,,,N,,TRPD
Cedar,70-0091,2019-08-13,4.1,6.41,mpn,,,,,N,,TRPD
Bryant,27-0067,2019-08-15,365.4,395.87,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-08-15,60.9,175.02,mpn,,,,,Y,ecoli_30dayGM,TRPD
Bryant,27-0067,2019-08-19,325.5,313.43,mpn,,,,,Y,ecoli_30dayGM,TRPD
French,27-0104,2019-08-19,517.2,171.09,mpn,,,,,Y,ecoli_30dayGM,TRPD
Rebecca,27-0192,2019-08-19,1732.9,68.33,mpn,,,,,Y,ecoli_1dayGM,TRPD
Auburn,10-0044,2019-08-19,9.8,1.81,mpn,,,,,N,,TRPD
Medicine East,27-0104,2019-08-19,28.8,57.31,mpn,,,,,N,,TRPD
Medicine West,27-0104,2019-08-19,24.1,16.09,mpn,,,,,N,,TRPD
Parkers,27-0107,2019-08-19,27.9,43.6,mpn,,,,,N,,TRPD
Fish,27-0118,2019-08-19,727,94.6,mpn,,,,,N,,TRPD
Baker - Camp,27-0176,2019-08-19,70.8,53.62,mpn,,,,,N,,TRPD
Baker - Main,27-0176,2019-08-19,10.9,32.78,mpn,,,,,N,,TRPD
Cleary,70-0022,2019-08-19,21.3,34.43,mpn,,,,,N,,TRPD
